Location,Date_Time,Temperature_C,Humidity_pct,Precipitation_mm,Wind_Speed_kmh
San Antonio,2024-05-20 20:12:12,,108.95974123973454,0.0,36.80326947312338
Boston,2024-07-17 03:38:10,-53.27210818824927,42.6278015080061,0.0,23.934090523019584
Philadelphia,2024-03-27 03:15:12,-67.31069769022851,5.849626262396665,5.546047141466296,11.320844688638179
Chicago,2024-03-08 11:01:01,-59.957834446487,43.00456112295071,9.658344932293456,45.10339559179429
Boston,2024-05-23 14:53:00,,107.31363087638273,0.0,41.01533784491328
Los Angeles,2024-02-28 12:27:58,-23.241684020584458,-18.279372773132,13.20069011317307,1.414413338230185
San Antonio,2024-10-04 04:11:41,0.8197959521018561,-13.311198048485435,1.0967872321329484,4.999485071443793
Dallas,2024-03-14 23:45:03,-42.59980170366262,114.36252548310208,,8.430621584977239
San Diego,2024-01-06 03:23:36,,2.95821654940487,11.014400887599766,39.4496858628029
Houston,2024-06-04 01:35:16,16.241187769156795,75.73592195104851,0.0,-8.968513121995068
Dallas,2024-07-15 18:55:13,2.6125832285949713,72.0406494873776,0.0,38.85664931628715
Houston,2024-08-22 12:51:18,34.11880377418454,-9.61727392137221,0.0,36.48808846166208
Miami,2024-07-15 01:05:50,-64.8042706503802,61.599394278376025,0.0,49.75331062227763
New York,2024-12-07 23:56:38,6.962272025475158,79.91220380383385,14.023311688620481,0.932686029420772
San Antonio,2024-03-17 05:03:29,55.8985738458784,31.54162518592296,0.0,45.95201131612363
San Antonio,2024-10-21 16:50:55,-9.076505971843183,49.727019861921676,10.357935001168936,
San Diego,2024-03-06 21:44:55,49.3440503784274,55.56684039479215,0.9924990393173552,4.084900645991667
San Antonio,2024-02-15 09:49:28,-34.90035902871257,6.863938213505168,9.821545340079552,5.206140930785432
Chicago,2024-02-21 19:50:36,-62.82829916295202,80.3940465115111,0.0,2.4904945904538422
Miami,2024-02-03 03:38:43,-27.66521811917667,11.601199964391743,11.81549542906739,40.66703213868692
San Antonio,2024-07-20 01:52:26,1.707803907510538,91.90948255262252,13.72295754530558,-5.018509752953184
San Diego,2024-02-24 07:41:56,42.24917565646011,-3.3754019140567486,14.53069399677203,12.861447658848626
Boston,2024-04-08 09:38:33,-53.242750725439834,,5.897686682791697,-5.761700811050112
Dallas,2024-03-04 00:44:24,66.39829804554233,44.061199888992746,0.0,33.03190381494762
Los Angeles,2024-12-19 05:06:01,,,0.0,31.425073635647593
Dallas,2024-03-08 16:34:37,-48.80321379165589,62.555794190326736,0.4642339942055589,-6.4640909931267965
Houston,2024-10-09 16:21:31,-67.06579086920864,84.0670892089336,4.401232812651211,-2.1024606083996726
San Antonio,2024-01-03 23:43:14,-22.933064352441086,30.8539582499561,9.336090529332132,23.566805581673165
Chicago,2024-09-20 17:02:46,-39.21077115514264,6.564458942378529,17.0118849816501,29.732604021368672
Philadelphia,2024-03-13 10:19:28,-27.079333105275587,-2.2097283615987386,19.018173726928623,6.4585149636691135
San Antonio,2024-03-19 09:58:56,,,0.0,47.99639353293744
Philadelphia,2024-07-15 13:38:14,-6.139742858081142,72.54362839518933,0.0,-2.7083127547602004
San Antonio,2024-01-09 11:38:57,29.233867741393198,85.34378729195008,8.91097602127757,47.9319122471783
Philadelphia,2024-04-13 01:24:47,68.15338493178169,-3.578088052503414,18.427561269084425,31.21671470943693
Philadelphia,2024-02-21 22:46:48,-40.475325351660345,85.68415380596679,10.204006848815979,36.68599841887492
Boston,2024-09-19 16:23:57,-20.738113236494144,-19.317817496904656,0.0,-7.190342371777179
Houston,2024-02-20 00:03:46,4.538385422271858,24.519908351197152,9.740764998186812,28.24061106688685
Los Angeles,2024-01-24 09:27:47,33.16663894632383,50.52189767348354,12.93212926157766,43.57872367206999
Houston,2024-07-11 10:21:31,38.03789829329301,,17.076328664653925,
Los Angeles,2024-01-17 21:36:50,40.96490400145932,59.471713120573085,16.713790875175924,43.90513453623083
Boston,2024-07-15 00:46:38,-43.893644864910016,79.06501873589603,4.015376468193351,13.134406641248823
San Antonio,2024-09-10 05:06:17,33.891807920665826,73.94971034702861,0.0,-9.592596296575595
Boston,2024-06-13 03:06:43,-67.35821351102655,71.17451792573753,2.554234421047843,44.76649210434363
Philadelphia,2024-08-21 04:30:49,-40.17767076686556,17.770545630802637,0.0,46.275543540849206
Boston,2024-04-28 09:48:18,-10.172635400846389,37.85993537374273,2.8427563484780425,39.94455580805459
Houston,2024-10-20 16:40:35,-46.56599188826729,18.691002177744217,0.0,3.673992194487063
Dallas,2024-03-04 02:31:46,-26.873986632840904,-6.122848507957695,0.0,15.57293381326732
Miami,2024-07-27 20:39:39,-40.451282737072546,10.171620664351508,3.9316787804636473,
Boston,2024-07-05 08:32:50,64.67694776116551,51.38057616700341,0.0,4.037900991956516
New York,2024-10-12 00:08:34,-21.659902038755625,106.35387196412964,6.640893384171672,4.348231627579835
New York,2024-06-18 08:45:42,31.02095909592329,74.25654646680535,0.0,26.85498815673352
San Antonio,2024-07-29 19:57:41,28.201434557916002,89.34382251465233,0.0,29.80449879275305
Boston,2024-02-26 21:52:20,-64.55869918761108,14.677839479957711,17.813211679503993,-3.6179898077180646
Dallas,2024-03-03 17:51:39,66.74013483489506,-11.539538665300814,3.716959824789827,
Miami,2024-01-22 08:14:49,-37.12841395561927,53.50541169240573,0.0,23.707011176612447
Dallas,2024-03-19 10:40:13,-59.41665146425445,97.86745181037216,19.537066419025884,40.837410707210424
Dallas,2024-10-03 05:08:40,-67.80914581458305,84.87288696214881,19.30034431731676,9.620698742888855
Boston,2024-03-04 16:17:29,33.10392176991901,94.79773014078081,0.0,16.82310227917561
New York,2024-01-28 21:16:58,2.9200227234321545,52.051953310388825,0.0,7.819903144951603
Philadelphia,2024-08-10 03:31:12,64.32179428929729,57.53497620110373,17.954291749766682,46.20836287979821
San Antonio,2024-04-16 03:00:02,-18.597190190787344,50.834484709604155,0.0,18.712058618206257
Chicago,2024-06-24 01:14:30,-35.469480851426106,-15.174098882055802,6.038669723247118,32.722337553295525
Los Angeles,2024-07-30 01:26:39,27.65395119963155,-4.120398491646483,2.2759442580890195,26.170994287710023
Philadelphia,2024-09-07 15:09:18,-10.917020811133611,84.16770947411797,6.699740389331296,44.67681852151554
Philadelphia,2024-11-11 01:18:25,41.021603689572174,28.457128261462593,2.9507082579300743,-1.5123288974704003
Boston,2024-07-27 00:02:34,-51.20756394955329,76.32177018682117,8.518594261030064,16.02858377347456
Miami,2024-04-26 04:57:54,-61.88733865293216,104.08267864805242,12.83607379191358,7.695854851064471
Houston,2024-07-07 04:10:31,11.054052694777184,107.00882551036248,14.684413605039783,16.473117608657954
New York,2024-03-25 16:05:04,,34.07388776195611,,2.444212439114981
Miami,2024-07-07 23:54:20,-37.361540454798124,-2.0926809596299414,5.1796308114884475,
San Antonio,2024-12-23 07:59:33,-37.815746972079275,90.10144182055446,0.0,4.2913634375498475
